productid,brand,Price,Price_Rank
538040,Microsoft,66900,175
579120,Microsoft,66900,175
690370,Microsoft,66900,175
773115,Microsoft,66900,175
952436,Microsoft,65900,187
19302,Microsoft,65900,187
145007,Microsoft,65900,187
343604,Microsoft,65900,187
399814,Microsoft,65900,187
509122,Microsoft,65900,187
606865,Microsoft,65900,187
639597,Microsoft,65900,187
760733,Microsoft,65900,187
762707,Microsoft,65900,187
783134,Microsoft,65900,187
817644,Microsoft,65900,187
876798,Microsoft,64900,199
46640,Microsoft,64900,199
883591,Microsoft,64900,199
292702,Microsoft,64900,199
932939,Microsoft,64900,199
341452,Microsoft,64900,199
402062,Microsoft,64900,199
531121,Microsoft,64900,199
540636,Microsoft,64900,199
572491,Microsoft,64900,199
613444,Microsoft,64900,199
645649,Microsoft,64900,199
754685,Microsoft,64900,199
827957,Microsoft,64900,199
121618,Microsoft,63900,213
375949,Microsoft,63900,213
617162,Microsoft,63900,213
740516,Microsoft,63900,213
745113,Microsoft,63900,213
755205,Microsoft,63900,213
952506,Microsoft,62900,219
128252,Microsoft,62900,219
161474,Microsoft,62900,219
186442,Microsoft,62900,219
250762,Microsoft,62900,219
298664,Microsoft,62900,219
423689,Microsoft,62900,219
425025,Microsoft,62900,219
656441,Microsoft,62900,219
678989,Microsoft,62900,219
743837,Microsoft,62900,219
912017,Microsoft,61900,230
82281,Microsoft,61900,230
245847,Microsoft,61900,230
416297,Microsoft,61900,230
521276,Microsoft,61900,230
657176,Microsoft,61900,230
674980,Microsoft,61900,230
684120,Microsoft,61900,230
707179,Microsoft,61900,230
757906,Microsoft,61900,230
841711,Microsoft,61900,230
917795,Microsoft,60900,241
44203,Microsoft,60900,241
205735,Microsoft,60900,241
356173,Microsoft,60900,241
385284,Microsoft,60900,241
434113,Microsoft,60900,241
435864,Microsoft,60900,241
507460,Microsoft,60900,241
560986,Microsoft,60900,241
649403,Microsoft,60900,241
664739,Microsoft,60900,241
696566,Microsoft,60900,241
747503,Microsoft,60900,241
855986,Microsoft,59900,254
58758,Microsoft,59900,254
906678,Microsoft,59900,254
296822,Microsoft,59900,254
967194,Microsoft,59900,254
327756,Microsoft,59900,254
443485,Microsoft,59900,254
469649,Microsoft,59900,254
536613,Microsoft,59900,254
571982,Microsoft,59900,254
697171,Microsoft,59900,254
798766,Microsoft,59900,254
898736,Microsoft,58900,266
260433,Microsoft,58900,266
922316,Microsoft,58900,266
417334,Microsoft,58900,266
955959,Microsoft,58900,266
474993,Microsoft,58900,266
488960,Microsoft,58900,266
631643,Microsoft,58900,266
658210,Microsoft,58900,266
797357,Microsoft,58900,266
4091,Microsoft,57900,276
33915,Microsoft,57900,276
81079,Microsoft,57900,276
208795,Microsoft,57900,276
271910,Microsoft,57900,276
688482,Microsoft,57900,276
868369,Microsoft,56900,282
4873,Microsoft,56900,282
892415,Microsoft,56900,282
21840,Microsoft,56900,282
111059,Microsoft,56900,282
233129,Microsoft,56900,282
315149,Microsoft,56900,282
316997,Microsoft,56900,282
324635,Microsoft,56900,282
341946,Microsoft,56900,282
345288,Microsoft,56900,282
363619,Microsoft,56900,282
406207,Microsoft,56900,282
460993,Microsoft,56900,282
507424,Microsoft,56900,282
548638,Microsoft,56900,282
615236,Microsoft,56900,282
668421,Microsoft,56900,282
669543,Microsoft,56900,282
690399,Microsoft,56900,282
784880,Microsoft,56900,282
90639,Microsoft,55900,303
109081,Microsoft,55900,303
109987,Microsoft,55900,303
212558,Microsoft,55900,303
226845,Microsoft,55900,303
282133,Microsoft,55900,303
314967,Microsoft,55900,303
355094,Microsoft,55900,303
593470,Microsoft,55900,303
843092,Microsoft,55900,303
864162,Microsoft,54900,313
82722,Microsoft,54900,313
902508,Microsoft,54900,313
155028,Microsoft,54900,313
947795,Microsoft,54900,313
203528,Microsoft,54900,313
387310,Microsoft,54900,313
434601,Microsoft,54900,313
464792,Microsoft,54900,313
543710,Microsoft,54900,313
592804,Microsoft,54900,313
775204,Microsoft,54900,313
975329,Microsoft,53900,325
75248,Microsoft,53900,325
152580,Microsoft,53900,325
167720,Microsoft,53900,325
202125,Microsoft,53900,325
209278,Microsoft,53900,325
297857,Microsoft,53900,325
326831,Microsoft,53900,325
357347,Microsoft,53900,325
667258,Microsoft,53900,325
772127,Microsoft,53900,325
786752,Microsoft,53900,325
823180,Microsoft,53900,325
859021,Microsoft,52900,338
90751,Microsoft,52900,338
925972,Microsoft,52900,338
158121,Microsoft,52900,338
984331,Microsoft,52900,338
215378,Microsoft,52900,338
258097,Microsoft,52900,338
399131,Microsoft,52900,338
817245,Microsoft,52900,338
850392,Microsoft,52900,338
111359,Microsoft,51900,348
206639,Microsoft,51900,348
459335,Microsoft,51900,348
517721,Microsoft,51900,348
770171,Microsoft,51900,348
907998,Microsoft,50900,353
18580,Microsoft,50900,353
922528,Microsoft,50900,353
169753,Microsoft,50900,353
950612,Microsoft,50900,353
239274,Microsoft,50900,353
957545,Microsoft,50900,353
279118,Microsoft,50900,353
338254,Microsoft,50900,353
384145,Microsoft,50900,353
385297,Microsoft,50900,353
454747,Microsoft,50900,353
536960,Microsoft,50900,353
558473,Microsoft,50900,353
807894,Microsoft,50900,353
834375,Microsoft,50900,353
834553,Microsoft,50900,353
884405,Microsoft,49900,370
11967,Microsoft,49900,370
956382,Microsoft,49900,370
29062,Microsoft,49900,370
985216,Microsoft,49900,370
56934,Microsoft,49900,370
993492,Microsoft,49900,370
201804,Microsoft,49900,370
995902,Microsoft,49900,370
251684,Microsoft,49900,370
479880,Microsoft,49900,370
508159,Microsoft,49900,370
575266,Microsoft,49900,370
629127,Microsoft,49900,370
646203,Microsoft,49900,370
750652,Microsoft,49900,370
892421,Microsoft,48900,386
127453,Microsoft,48900,386
946333,Microsoft,48900,386
315487,Microsoft,48900,386
338602,Microsoft,48900,386
407827,Microsoft,48900,386
498749,Microsoft,48900,386
525317,Microsoft,48900,386
565266,Microsoft,48900,386
606685,Microsoft,48900,386
653896,Microsoft,48900,386
671127,Microsoft,48900,386
756718,Microsoft,48900,386
788956,Microsoft,48900,386
905343,Microsoft,47900,400
40118,Microsoft,47900,400
936426,Microsoft,47900,400
203570,Microsoft,47900,400
214111,Microsoft,47900,400
229935,Microsoft,47900,400
303481,Microsoft,47900,400
315119,Microsoft,47900,400
990604,Microsoft,46900,408
55483,Microsoft,46900,408
445888,Microsoft,46900,408
976835,Microsoft,45900,411
114404,Microsoft,45900,411
223251,Microsoft,45900,411
262309,Microsoft,45900,411
413732,Microsoft,45900,411
439064,Microsoft,45900,411
473384,Microsoft,45900,411
521575,Microsoft,45900,411
576382,Microsoft,45900,411
582297,Microsoft,45900,411
651395,Microsoft,45900,411
734756,Microsoft,45900,411
813046,Microsoft,45900,411
873038,Microsoft,44900,424
4318,Microsoft,44900,424
948127,Microsoft,44900,424
78092,Microsoft,44900,424
989322,Microsoft,44900,424
148374,Microsoft,44900,424
250932,Microsoft,44900,424
289381,Microsoft,44900,424
350619,Microsoft,44900,424
431981,Microsoft,44900,424
518560,Microsoft,44900,424
535579,Microsoft,44900,424
547935,Microsoft,44900,424
784226,Microsoft,44900,424
834927,Microsoft,44900,424
907760,Microsoft,43900,439
144379,Microsoft,43900,439
993831,Microsoft,43900,439
245519,Microsoft,43900,439
269389,Microsoft,43900,439
333919,Microsoft,43900,439
354639,Microsoft,43900,439
396206,Microsoft,43900,439
522838,Microsoft,43900,439
664221,Microsoft,43900,439
684742,Microsoft,43900,439
998420,Microsoft,42900,450
58067,Microsoft,42900,450
92803,Microsoft,42900,450
189660,Microsoft,42900,450
400712,Microsoft,42900,450
541561,Microsoft,42900,450
816160,Microsoft,42900,450
953824,Microsoft,41900,457
163302,Microsoft,41900,457
211558,Microsoft,41900,457
515891,Microsoft,41900,457
540055,Microsoft,41900,457
559346,Microsoft,41900,457
667514,Microsoft,41900,457
671310,Microsoft,41900,457
678424,Microsoft,41900,457
294595,Microsoft,40900,466
336649,Microsoft,40900,466
468709,Microsoft,40900,466
477980,Microsoft,40900,466
575625,Microsoft,40900,466
612200,Microsoft,40900,466
842121,Microsoft,40900,466
957189,Microsoft,39900,473
29349,Microsoft,39900,473
993198,Microsoft,39900,473
84935,Microsoft,39900,473
191467,Microsoft,39900,473
246079,Microsoft,39900,473
372774,Microsoft,39900,473
434859,Microsoft,39900,473
480350,Microsoft,39900,473
646123,Microsoft,39900,473
697038,Microsoft,39900,473
715625,Microsoft,39900,473
844438,Microsoft,39900,473
17004,Microsoft,38900,486
211376,Microsoft,38900,486
790164,Microsoft,38900,486
85789,Microsoft,37900,489
134228,Microsoft,37900,489
606078,Microsoft,37900,489
132073,Microsoft,36900,492
268102,Microsoft,36900,492
700456,Microsoft,36900,492
174319,Microsoft,35900,495
237801,Microsoft,35900,495
68164,Microsoft,34900,497
288422,Microsoft,34900,497
195730,Microsoft,33900,499
927859,Microsoft,32900,500
614484,Microsoft,31900,501
875591,Microsoft,31900,501
157800,MSI,94900,1
208727,MSI,92900,2
216219,MSI,89900,3
940939,MSI,88900,4
240469,MSI,88900,4
789885,MSI,88900,4
861888,MSI,87900,7
342290,MSI,87900,7
900273,MSI,87900,7
609993,MSI,87900,7
29505,MSI,86900,11
124389,MSI,86900,11
186002,MSI,86900,11
251628,MSI,86900,11
441199,MSI,86900,11
804516,MSI,86900,11
294400,MSI,85900,17
611171,MSI,85900,17
814675,MSI,85900,17
874913,MSI,84900,20
153990,MSI,84900,20
499123,MSI,84900,20
714108,MSI,84900,20
33044,MSI,83900,24
240360,MSI,83900,24
244050,MSI,83900,24
361508,MSI,83900,24
577098,MSI,83900,24
631334,MSI,83900,24
120978,MSI,82900,30
905220,MSI,82900,30
176852,MSI,82900,30
23960,MSI,82900,30
385951,MSI,82900,30
975669,MSI,82900,30
602659,MSI,82900,30
40450,MSI,82900,30
736471,MSI,82900,30
93031,MSI,82900,30
768846,MSI,82900,30
8193,MSI,81900,41
77276,MSI,81900,41
434984,MSI,81900,41
441859,MSI,81900,41
516782,MSI,81900,41
613425,MSI,81900,41
961797,MSI,80900,47
86271,MSI,80900,47
95894,MSI,80900,47
251084,MSI,80900,47
313050,MSI,80900,47
534859,MSI,80900,47
619361,MSI,80900,47
7865,MSI,79900,54
107756,MSI,79900,54
125733,MSI,79900,54
187145,MSI,79900,54
235247,MSI,79900,54
380195,MSI,79900,54
388009,MSI,79900,54
889964,MSI,78900,61
51929,MSI,78900,61
228909,MSI,78900,61
370786,MSI,78900,61
857608,MSI,77900,65
50672,MSI,77900,65
923825,MSI,77900,65
102473,MSI,77900,65
984108,MSI,77900,65
147229,MSI,77900,65
993434,MSI,77900,65
193167,MSI,77900,65
388036,MSI,77900,65
445976,MSI,77900,65
645739,MSI,77900,65
771472,MSI,77900,65
937458,MSI,76900,77
105399,MSI,76900,77
141474,MSI,76900,77
265258,MSI,76900,77
281375,MSI,76900,77
336062,MSI,76900,77
460281,MSI,76900,77
497629,MSI,76900,77
603271,MSI,76900,77
732887,MSI,76900,77
788583,MSI,76900,77
25797,MSI,75900,88
55397,MSI,75900,88
102941,MSI,75900,88
151277,MSI,75900,88
269579,MSI,75900,88
288758,MSI,75900,88
397674,MSI,75900,88
487542,MSI,75900,88
670266,MSI,75900,88
698148,MSI,75900,88
799540,MSI,75900,88
229383,MSI,74900,99
264650,MSI,74900,99
336737,MSI,74900,99
450181,MSI,74900,99
681415,MSI,74900,99
944984,MSI,73900,104
120758,MSI,73900,104
988454,MSI,73900,104
284621,MSI,73900,104
311663,MSI,73900,104
823581,MSI,73900,104
896683,MSI,72900,110
91687,MSI,72900,110
497362,MSI,72900,110
620142,MSI,72900,110
736399,MSI,72900,110
767846,MSI,72900,110
825590,MSI,72900,110
156732,MSI,71900,117
170282,MSI,71900,117
430094,MSI,71900,117
628761,MSI,71900,117
634091,MSI,71900,117
664678,MSI,71900,117
861684,MSI,70900,123
21708,MSI,70900,123
85062,MSI,70900,123
226831,MSI,70900,123
272689,MSI,70900,123
298418,MSI,70900,123
404497,MSI,70900,123
518090,MSI,70900,123
726030,MSI,70900,123
775064,MSI,70900,123
855579,MSI,69900,133
339487,MSI,69900,133
865576,MSI,69900,133
348724,MSI,69900,133
919488,MSI,69900,133
470739,MSI,69900,133
997603,MSI,69900,133
682734,MSI,69900,133
901939,MSI,68900,141
22115,MSI,68900,141
303253,MSI,68900,141
345407,MSI,68900,141
403902,MSI,68900,141
448284,MSI,68900,141
639204,MSI,68900,141
695286,MSI,68900,141
795868,MSI,68900,141
983535,MSI,67900,150
24498,MSI,67900,150
52417,MSI,67900,150
101984,MSI,67900,150
109999,MSI,67900,150
324324,MSI,67900,150
332027,MSI,67900,150
372089,MSI,67900,150
396045,MSI,67900,150
455216,MSI,67900,150
677162,MSI,67900,150
712189,MSI,67900,150
888764,MSI,66900,162
904051,MSI,66900,162
177328,MSI,65900,164
956455,MSI,65900,164
215931,MSI,65900,164
231476,MSI,65900,164
272023,MSI,65900,164
319012,MSI,65900,164
587057,MSI,65900,164
770147,MSI,65900,164
848771,MSI,65900,164
855469,MSI,64900,173
53972,MSI,64900,173
865795,MSI,64900,173
57258,MSI,64900,173
915215,MSI,64900,173
325950,MSI,64900,173
953885,MSI,64900,173
407746,MSI,64900,173
420632,MSI,64900,173
543118,MSI,64900,173
587153,MSI,64900,173
631693,MSI,64900,173
673904,MSI,64900,173
689913,MSI,64900,173
1230,MSI,63900,187
280490,MSI,63900,187
338698,MSI,63900,187
429765,MSI,63900,187
445930,MSI,63900,187
456193,MSI,63900,187
617805,MSI,63900,187
645706,MSI,63900,187
661494,MSI,63900,187
738924,MSI,63900,187
783140,MSI,63900,187
348986,MSI,62900,198
617940,MSI,62900,198
703383,MSI,62900,198
811368,MSI,62900,198
897938,MSI,61900,202
122763,MSI,61900,202
394106,MSI,61900,202
404006,MSI,61900,202
452029,MSI,61900,202
485322,MSI,61900,202
524318,MSI,61900,202
552710,MSI,61900,202
680096,MSI,61900,202
754312,MSI,61900,202
907920,MSI,60900,212
202474,MSI,60900,212
267459,MSI,60900,212
288865,MSI,60900,212
309694,MSI,60900,212
336857,MSI,60900,212
528186,MSI,60900,212
811020,MSI,60900,212
812635,MSI,60900,212
28054,MSI,59900,221
53215,MSI,59900,221
221467,MSI,59900,221
245036,MSI,59900,221
291180,MSI,59900,221
374613,MSI,59900,221
380127,MSI,59900,221
392173,MSI,59900,221
553150,MSI,59900,221
563199,MSI,59900,221
628204,MSI,59900,221
737044,MSI,59900,221
51569,MSI,58900,233
248419,MSI,58900,233
254468,MSI,58900,233
264330,MSI,58900,233
320708,MSI,58900,233
331740,MSI,58900,233
539522,MSI,58900,233
566170,MSI,58900,233
577804,MSI,58900,233
815608,MSI,58900,233
17060,MSI,57900,243
359137,MSI,57900,243
537525,MSI,57900,243
765192,MSI,57900,243
863199,MSI,56900,247
254593,MSI,56900,247
306479,MSI,56900,247
387615,MSI,56900,247
400316,MSI,56900,247
424287,MSI,56900,247
524188,MSI,56900,247
622745,MSI,56900,247
833205,MSI,56900,247
854718,MSI,55900,256
61993,MSI,55900,256
174014,MSI,55900,256
183473,MSI,55900,256
208495,MSI,55900,256
212786,MSI,55900,256
235573,MSI,55900,256
366050,MSI,55900,256
488693,MSI,55900,256
500294,MSI,55900,256
568143,MSI,55900,256
910437,MSI,54900,267
65256,MSI,54900,267
953994,MSI,54900,267
89745,MSI,54900,267
145658,MSI,54900,267
196135,MSI,54900,267
425556,MSI,54900,267
450120,MSI,54900,267
512996,MSI,54900,267
641715,MSI,54900,267
998151,MSI,53900,277
9540,MSI,53900,277
88905,MSI,53900,277
224668,MSI,53900,277
269928,MSI,53900,277
278937,MSI,53900,277
321099,MSI,53900,277
449857,MSI,53900,277
460106,MSI,53900,277
474125,MSI,53900,277
495868,MSI,53900,277
529230,MSI,53900,277
546760,MSI,53900,277
729465,MSI,53900,277
840924,MSI,53900,277
862809,MSI,52900,292
6762,MSI,52900,292
879620,MSI,52900,292
29558,MSI,52900,292
71453,MSI,52900,292
112113,MSI,52900,292
138292,MSI,52900,292
263547,MSI,52900,292
372763,MSI,52900,292
838240,MSI,52900,292
874345,MSI,51900,302
15470,MSI,51900,302
940848,MSI,51900,302
42900,MSI,51900,302
955016,MSI,51900,302
72664,MSI,51900,302
964728,MSI,51900,302
127487,MSI,51900,302
135126,MSI,51900,302
187920,MSI,51900,302
437089,MSI,51900,302
506880,MSI,51900,302
510122,MSI,51900,302
587340,MSI,51900,302
668890,MSI,51900,302
780569,MSI,51900,302
855254,MSI,50900,318
31768,MSI,50900,318
873340,MSI,50900,318
99635,MSI,50900,318
922720,MSI,50900,318
228561,MSI,50900,318
979099,MSI,50900,318
345524,MSI,50900,318
994727,MSI,50900,318
348763,MSI,50900,318
437654,MSI,50900,318
513376,MSI,50900,318
518711,MSI,50900,318
572625,MSI,50900,318
652210,MSI,50900,318
730025,MSI,50900,318
8479,MSI,49900,334
58256,MSI,49900,334
88398,MSI,49900,334
112637,MSI,49900,334
496767,MSI,49900,334
572784,MSI,49900,334
668162,MSI,49900,334
680599,MSI,49900,334
865058,MSI,48900,342
78174,MSI,48900,342
136530,MSI,48900,342
167790,MSI,48900,342
439355,MSI,48900,342
532836,MSI,48900,342
541663,MSI,48900,342
712278,MSI,48900,342
750045,MSI,48900,342
826545,MSI,48900,342
888972,MSI,47900,352
23669,MSI,47900,352
945128,MSI,47900,352
125643,MSI,47900,352
193117,MSI,47900,352
282546,MSI,47900,352
326691,MSI,47900,352
367175,MSI,47900,352
434599,MSI,47900,352
478589,MSI,47900,352
548285,MSI,47900,352
553088,MSI,47900,352
562247,MSI,47900,352
566922,MSI,47900,352
685700,MSI,47900,352
720218,MSI,47900,352
737109,MSI,47900,352
744647,MSI,47900,352
897692,MSI,46900,370
190482,MSI,46900,370
964925,MSI,46900,370
200411,MSI,46900,370
220696,MSI,46900,370
276090,MSI,46900,370
369632,MSI,46900,370
590147,MSI,46900,370
606353,MSI,46900,370
715875,MSI,46900,370
841175,MSI,46900,370
854426,MSI,45900,381
25305,MSI,45900,381
953563,MSI,45900,381
113982,MSI,45900,381
994963,MSI,45900,381
145760,MSI,45900,381
239022,MSI,45900,381
239330,MSI,45900,381
460229,MSI,45900,381
461125,MSI,45900,381
568590,MSI,45900,381
636160,MSI,45900,381
794155,MSI,45900,381
83931,MSI,44900,394
204650,MSI,44900,394
268973,MSI,44900,394
285264,MSI,44900,394
302183,MSI,44900,394
415096,MSI,44900,394
446855,MSI,44900,394
662620,MSI,44900,394
705947,MSI,44900,394
986136,MSI,43900,403
17770,MSI,43900,403
48287,MSI,43900,403
230940,MSI,43900,403
268943,MSI,43900,403
288575,MSI,43900,403
301473,MSI,43900,403
314905,MSI,43900,403
479236,MSI,43900,403
506078,MSI,43900,403
515581,MSI,43900,403
549037,MSI,43900,403
682134,MSI,43900,403
748113,MSI,43900,403
135314,MSI,42900,417
615576,MSI,42900,417
663513,MSI,42900,417
700823,MSI,42900,417
784395,MSI,42900,417
809079,MSI,42900,417
948279,MSI,41900,423
155075,MSI,41900,423
171046,MSI,41900,423
323995,MSI,41900,423
347755,MSI,41900,423
358845,MSI,41900,423
574818,MSI,41900,423
617552,MSI,41900,423
681621,MSI,41900,423
712406,MSI,41900,423
779799,MSI,41900,423
825245,MSI,41900,423
25710,MSI,40900,435
39448,MSI,40900,435
115064,MSI,40900,435
251541,MSI,40900,435
287176,MSI,40900,435
529116,MSI,40900,435
591706,MSI,40900,435
741857,MSI,40900,435
754915,MSI,40900,435
915378,MSI,39900,444
44197,MSI,39900,444
963538,MSI,39900,444
205135,MSI,39900,444
265267,MSI,39900,444
358152,MSI,39900,444
743734,MSI,39900,444
849922,MSI,39900,444
105972,MSI,38900,452
151273,MSI,38900,452
163285,MSI,38900,452
205376,MSI,38900,452
208545,MSI,38900,452
804656,MSI,38900,452
303127,MSI,37900,458
483084,MSI,37900,458
541682,MSI,37900,458
194188,MSI,36900,461
390858,MSI,36900,461
34301,MSI,35900,463
338239,MSI,35900,463
536082,MSI,35900,463
911128,MSI,34900,466
131429,MSI,34900,466
443817,MSI,34900,466
877002,MSI,33900,469
307056,MSI,33900,469
994279,MSI,33900,469
293503,MSI,31900,472
467317,MSI,31900,472
469491,MSI,31900,472
710261,MSI,31900,472
931794,MSI,29900,476
44369,MSI,29900,476
56623,MSI,29900,476
147871,MSI,29900,476
142779,Samsung,95900,1
361645,Samsung,94900,2
703081,Samsung,94900,2
424388,Samsung,92900,4
841210,Samsung,91900,5
394,Samsung,90900,6
501956,Samsung,89900,7
698397,Samsung,89900,7
973960,Samsung,87900,9
34698,Samsung,87900,9
301959,Samsung,87900,9
839715,Samsung,87900,9
465678,Samsung,86900,13
561321,Samsung,86900,13
617180,Samsung,86900,13
697857,Samsung,86900,13
905550,Samsung,85900,17
24960,Samsung,85900,17
963201,Samsung,85900,17
215817,Samsung,85900,17
401952,Samsung,85900,17
481896,Samsung,85900,17
132533,Samsung,84900,23
143312,Samsung,84900,23
224500,Samsung,84900,23
322362,Samsung,84900,23
427558,Samsung,84900,23
878025,Samsung,83900,28
127435,Samsung,83900,28
892035,Samsung,83900,28
266170,Samsung,83900,28
379176,Samsung,83900,28
438320,Samsung,83900,28
592417,Samsung,83900,28
851427,Samsung,83900,28
993595,Samsung,82900,36
443290,Samsung,82900,36
343099,Samsung,81900,38
395233,Samsung,81900,38
544349,Samsung,81900,38
622129,Samsung,81900,38
849027,Samsung,81900,38
299236,Samsung,80900,43
372090,Samsung,80900,43
465627,Samsung,80900,43
625035,Samsung,80900,43
865148,Samsung,79900,47
96221,Samsung,79900,47
914898,Samsung,79900,47
278962,Samsung,79900,47
948674,Samsung,79900,47
337493,Samsung,79900,47
970686,Samsung,79900,47
369585,Samsung,79900,47
371696,Samsung,79900,47
502591,Samsung,79900,47
510288,Samsung,79900,47
956981,Samsung,78900,58
404374,Samsung,78900,58
488730,Samsung,78900,58
547782,Samsung,78900,58
156283,Samsung,77900,62
171854,Samsung,77900,62
219503,Samsung,77900,62
228194,Samsung,77900,62
234193,Samsung,77900,62
435024,Samsung,77900,62
573931,Samsung,77900,62
791585,Samsung,77900,62
797230,Samsung,77900,62
977555,Samsung,76900,71
181145,Samsung,76900,71
528977,Samsung,76900,71
873466,Samsung,75900,74
246470,Samsung,75900,74
274585,Samsung,75900,74
500688,Samsung,75900,74
656177,Samsung,75900,74
792668,Samsung,75900,74
804467,Samsung,75900,74
869456,Samsung,74900,81
120014,Samsung,74900,81
145859,Samsung,74900,81
228604,Samsung,74900,81
245458,Samsung,74900,81
251197,Samsung,74900,81
476312,Samsung,74900,81
553938,Samsung,74900,81
677901,Samsung,74900,81
779046,Samsung,74900,81
890698,Samsung,73900,91
183756,Samsung,73900,91
950240,Samsung,73900,91
192185,Samsung,73900,91
318339,Samsung,73900,91
436604,Samsung,73900,91
511636,Samsung,73900,91
517891,Samsung,73900,91
722924,Samsung,73900,91
892151,Samsung,72900,100
150065,Samsung,72900,100
903696,Samsung,72900,100
309945,Samsung,72900,100
646667,Samsung,72900,100
671548,Samsung,72900,100
759763,Samsung,72900,100
846483,Samsung,72900,100
110717,Samsung,71900,108
148538,Samsung,71900,108
167806,Samsung,71900,108
230183,Samsung,71900,108
420225,Samsung,71900,108
439986,Samsung,71900,108
535804,Samsung,71900,108
605240,Samsung,71900,108
780302,Samsung,71900,108
826611,Samsung,71900,108
866677,Samsung,70900,118
38728,Samsung,70900,118
960468,Samsung,70900,118
72728,Samsung,70900,118
115631,Samsung,70900,118
137097,Samsung,70900,118
180772,Samsung,70900,118
182295,Samsung,70900,118
325437,Samsung,70900,118
361126,Samsung,70900,118
422249,Samsung,70900,118
514743,Samsung,70900,118
552286,Samsung,70900,118
563717,Samsung,70900,118
586687,Samsung,70900,118
674470,Samsung,70900,118
779964,Samsung,70900,118
808868,Samsung,70900,118
91709,Samsung,69900,136
274334,Samsung,69900,136
384494,Samsung,69900,136
391416,Samsung,69900,136
435058,Samsung,69900,136
444456,Samsung,69900,136
456669,Samsung,69900,136
484717,Samsung,69900,136
611931,Samsung,69900,136
199053,Samsung,68900,145
404684,Samsung,68900,145
453353,Samsung,68900,145
493630,Samsung,68900,145
581649,Samsung,68900,145
720214,Samsung,68900,145
793331,Samsung,68900,145
794847,Samsung,68900,145
815134,Samsung,68900,145
919447,Samsung,67900,154
2742,Samsung,67900,154
939113,Samsung,67900,154
115459,Samsung,67900,154
502574,Samsung,67900,154
930733,Samsung,66900,159
26213,Samsung,66900,159
995148,Samsung,66900,159
45025,Samsung,66900,159
244234,Samsung,66900,159
412609,Samsung,66900,159
441608,Samsung,66900,159
518268,Samsung,66900,159
605946,Samsung,66900,159
617599,Samsung,66900,159
724702,Samsung,66900,159
787820,Samsung,66900,159
838185,Samsung,66900,159
25086,Samsung,65900,172
83331,Samsung,65900,172
443575,Samsung,65900,172
513419,Samsung,65900,172
743332,Samsung,65900,172
773974,Samsung,65900,172
974907,Samsung,64900,178
37836,Samsung,64900,178
104602,Samsung,64900,178
276169,Samsung,64900,178
336989,Samsung,64900,178
663059,Samsung,64900,178
730921,Samsung,64900,178
766517,Samsung,64900,178
804826,Samsung,64900,178
893806,Samsung,63900,187
130802,Samsung,63900,187
205374,Samsung,63900,187
266517,Samsung,63900,187
483759,Samsung,63900,187
581369,Samsung,63900,187
690569,Samsung,63900,187
761241,Samsung,63900,187
899099,Samsung,62900,195
24753,Samsung,62900,195
973521,Samsung,62900,195
196663,Samsung,62900,195
230754,Samsung,62900,195
264074,Samsung,62900,195
298253,Samsung,62900,195
404847,Samsung,62900,195
448518,Samsung,62900,195
457140,Samsung,62900,195
531300,Samsung,62900,195
632755,Samsung,62900,195
201092,Samsung,61900,207
240434,Samsung,61900,207
255070,Samsung,61900,207
347898,Samsung,61900,207
357425,Samsung,61900,207
527267,Samsung,61900,207
554537,Samsung,61900,207
565321,Samsung,61900,207
742861,Samsung,61900,207
780168,Samsung,61900,207
790451,Samsung,61900,207
818214,Samsung,61900,207
849000,Samsung,61900,207
923080,Samsung,60900,220
68713,Samsung,60900,220
104793,Samsung,60900,220
354076,Samsung,60900,220
365321,Samsung,60900,220
423307,Samsung,60900,220
429775,Samsung,60900,220
441846,Samsung,60900,220
449400,Samsung,60900,220
660484,Samsung,60900,220
935676,Samsung,59900,230
64322,Samsung,59900,230
984638,Samsung,59900,230
198810,Samsung,59900,230
222977,Samsung,59900,230
317895,Samsung,59900,230
329619,Samsung,59900,230
394971,Samsung,59900,230
756384,Samsung,59900,230
757044,Samsung,59900,230
851889,Samsung,59900,230
855662,Samsung,58900,241
516004,Samsung,58900,241
879541,Samsung,58900,241
604662,Samsung,58900,241
997453,Samsung,58900,241
644581,Samsung,58900,241
790768,Samsung,58900,241
792311,Samsung,58900,241
805234,Samsung,58900,241
837892,Samsung,58900,241
842470,Samsung,58900,241
893501,Samsung,57900,252
516798,Samsung,57900,252
960986,Samsung,57900,252
559509,Samsung,57900,252
576114,Samsung,57900,252
580927,Samsung,57900,252
809955,Samsung,57900,252
828962,Samsung,57900,252
859442,Samsung,56900,260
288570,Samsung,56900,260
921605,Samsung,56900,260
334512,Samsung,56900,260
971047,Samsung,56900,260
428763,Samsung,56900,260
451403,Samsung,56900,260
491915,Samsung,56900,260
500143,Samsung,56900,260
549111,Samsung,56900,260
605694,Samsung,56900,260
773156,Samsung,56900,260
935383,Samsung,55900,272
84093,Samsung,55900,272
197396,Samsung,55900,272
208871,Samsung,55900,272
219511,Samsung,55900,272
431969,Samsung,55900,272
445450,Samsung,55900,272
448898,Samsung,55900,272
514569,Samsung,55900,272
649857,Samsung,55900,272
736046,Samsung,55900,272
737774,Samsung,55900,272
771357,Samsung,55900,272
784673,Samsung,55900,272
812658,Samsung,55900,272
913914,Samsung,54900,287
249255,Samsung,54900,287
921479,Samsung,54900,287
